index,Nome,Unita' Misura,LAT [°],LON [°],GB E [m],GB N [m],Quota,06/12/2025,07/12/2025,08/12/2025,09/12/2025,10/12/2025,11/12/2025,12/12/2025,13/12/2025,14/12/2025,15/12/2025,16/12/2025,17/12/2025,18/12/2025,19/12/2025,20/12/2025,21/12/2025,22/12/2025,23/12/2025,24/12/2025,25/12/2025,26/12/2025,27/12/2025,28/12/2025,29/12/2025,30/12/2025,31/12/2025,01/01/2026,02/01/2026,03/01/2026,04/01/2026
TOS11000058,Castiglione d'Orcia,mm,42.9607929338,11.6177070299,1713535.9,4759801.82,672.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,5.4,3.0,0.8,0.4,0.0,0.0,0.0,6.2,9.6,10.8,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
TOS01000911,Cavallina,mm,43.9835668812516,11.2374204397202,1679464.29,4872497.11,256.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,16.8,10.8,3.6,6.8,0.0,0.0,0.2,7.6,9.2,4.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,9.6,0.2,0.0
TOS11000002,Cecina,mm,43.351642300537,10.5227512121201,1623437.57,4801006.99,60.0,2.4,0.0,0.2,0.2,0.0,0.4,0.2,0.2,0.2,0.2,33.0,8.6,2.4,1.0,0.0,0.0,3.2,8.8,3.2,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,7.6,0.0,0.0
TOS01001102,Cercina,mm,43.8442580924,11.2614957698,1681818.9,4857076.82,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.8,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
TOS02000088,Cerreto,mm,44.0301430739306,10.1718837302826,1593937.29,4875904.12,477.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.4,56.6,10.8,0.2,10.2,0.2,0.0,3.2,14.6,2.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10.4,17.4,0.0,0.0
TOS11000071,Cerreto Guidi,mm,43.7419772476,10.893657812,1652509.9,4844973.82,70.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,15.6,7.4,2.4,1.4,0.2,0.0,0.0,5.8,12.6,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.6,12.2,0.0,0.0
TOS01004967,Certaldo,mm,43.5446947082982,11.0347686363972,1664409.82,4823332.22,65.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,15.6,9.8,0.8,6.8,0.2,0.0,0.4,3.8,9.2,2.8,0.0,0.2,0.0,0.2,0.0,0.2,0.0,1.6,0.0,0.0
TOS02000081,Cervaiole,mm,44.0392623622005,10.2456092834473,1599829.91,4877003.64,1140.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.6,38.0,15.2,1.8,17.6,0.2,0.0,3.4,10.2,8.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,10.8,30.2,0.2,0.0
TOS11000037,Cesa,mm,43.3085084779,11.8253779496,1729171.9,4798967.82,246.0,0.0,0.0,0.2,0.4,0.4,0.6,0.4,0.4,0.4,0.0,9.0,2.6,0.4,1.8,0.4,0.0,0.0,0.2,14.8,4.8,0.0,0.0,0.2,0.2,0.0,0.0,11.2,0.0,0.2,0.0
TOS02000515,Chiatri,mm,43.8735517991165,10.3788257210399,1610810.97,4858768.43,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.2,13.2,7.0,4.8,0.0,0.0,1.4,10.6,9.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.4,0.0,0.0
TOS02004255,Chifenti,mm,44.0073215645,10.563969388,1625404.9,4873890.82,103.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,34.4,8.8,8.6,11.0,0.0,0.0,0.2,10.4,4.2,2.6,0.2,0.0,0.2,0.2,0.2,0.0,5.6,20.6,0.0,0.0
TOS11000036,Collesalvetti,mm,43.5838415482163,10.466719865799,1618442.34,4826713.56,15.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.6,25.2,12.4,3.8,4.2,0.0,0.0,3.4,12.4,7.8,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.2,12.8,0.0,0.0
TOS01001831,Coltano,mm,43.6379596001223,10.3909110651838,1612221.36,4832618.77,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,19.8,13.2,4.0,7.4,0.0,0.0,0.6,8.2,9.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,5.0,0.0,0.0
TOS09001143,Comano,mm,44.3038545055723,10.1196072883606,1589334.19,4906247.49,734.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.0,0.0,1.4,20.0,6.8,0.2,2.4,0.4,0.0,0.2,4.6,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,12.6,16.4,0.0,0.0
TOS01001041,Consuma,mm,43.7844662589114,11.5852010250092,1708048.04,4851198.64,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,7.2,4.0,2.8,4.6,0.0,0.0,0.2,3.6,25.8,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0
TOS02000483,Convalle,mm,43.9524338622713,10.4225946573182,1614176.69,4867589.26,285.0,0.2,0.0,0.2,0.4,0.2,0.2,0.2,0.4,0.4,1.2,46.0,19.6,9.0,13.6,0.0,0.2,1.6,15.4,5.6,1.0,0.0,0.4,0.4,0.2,0.2,0.2,8.0,25.2,0.0,0.0
TOS01000751,Cortona,mm,43.2689953218663,11.9964480400085,1743204.17,4795063.3,427.0,0.2,0.0,0.0,0.0,0.2,0.4,0.4,0.2,0.2,0.2,4.6,4.2,0.4,0.0,0.2,0.0,0.2,0.4,9.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.4,0.0,0.0
TOS02000372,Croce Arcana,mm,44.1298825951382,10.7815355767621,1642551.71,4887857.66,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,2.6,1.4,0.6,0.0,0.0,0.0,10.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS01001029,Dicomano,mm,43.8882909751591,11.5198636164914,1702439.02,4862568.18,148.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,12.4,3.0,0.6,2.2,0.0,0.0,0.2,3.4,21.8,3.2,0.0,0.0,0.0,0.6,0.0,0.0,0.2,16.0,0.0,0.0
TOS11000003,Donoratico,mm,43.2236283369,10.5957952341,1629628.9,4786900.82,36.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,3.4,2.4,0.0,0.2,0.4,7.4,2.4,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,4.0,0.0,0.0
TOS01004941,Empoli,mm,43.7240333904642,10.9462226281349,1656789.38,4843078.98,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,15.8,8.2,1.8,0.6,0.0,0.0,0.0,4.6,19.2,2.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,12.2,0.0,0.0
TOS09001220,Equi Terme,mm,44.1692805706621,10.150101184845,1591975.86,4891333.61,250.0,0.2,0.2,0.0,0.0,0.0,0.6,0.2,0.4,0.2,0.6,41.0,6.6,0.2,3.2,0.2,0.0,1.0,6.2,1.4,0.0,0.0,0.2,0.2,0.2,0.2,0.2,6.2,11.8,0.0,0.0
TOS02000332,Fabbriche di Vallico,mm,43.9995956673499,10.4321350409482,1614851.27,4872840.69,345.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,2.6,61.4,14.8,6.2,9.4,0.2,0.0,2.0,22.6,0.8,1.0,0.0,0.2,0.0,0.0,0.2,0.0,8.8,25.2,0.0,0.0
TOS01001273,Fattoria Iavello,mm,43.9595748417469,11.0697776614288,1666086.48,4869481.21,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,8.2,3.8,7.0,0.0,0.0,0.0,7.0,7.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.0,0.2,0.0
TOS01001129,Ferrone,mm,43.6483971513375,11.2641472665911,1682626.76,4835329.01,150.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,13.8,4.6,0.8,4.6,0.2,0.0,0.4,5.8,12.4,2.6,0.2,0.2,0.2,0.2,0.2,0.2,0.0,3.4,0.2,0.0
TOS01001095,Firenze Genio Civile,mm,43.7791968198082,11.2580563274706,1681739.68,4849843.05,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS01001096,Firenze Università,mm,43.7987882049039,11.2511399388313,1681123.9,4852003.85,84.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,16.0,7.2,1.2,2.6,0.2,0.0,0.0,7.0,16.4,1.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,9.2,0.0,0.0
TOS03000335,Foce a Giovo,mm,44.1182556665694,10.609263777733,1628795.2,4886282.2,1674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,30.2,4.6,7.8,6.4,0.0,0.0,1.2,17.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS03002459,Follonica,mm,42.9331,10.7654,1644082.44,4754913.42,15.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,13.0,1.4,3.4,15.2,0.2,0.0,0.2,12.8,5.8,0.2,0.0,0.0,0.2,0.2,1.8,0.0,14.6,0.2,0.0,0.0
TOS01005005,Fornacino,mm,43.631551480279,10.8498456471217,1649255.62,4832629.73,50.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.2,25.8,11.0,2.0,4.2,0.0,0.0,0.6,6.2,12.6,1.8,0.0,0.0,0.2,0.2,0.0,0.0,0.4,9.8,0.0,0.0
TOS02000281,Fornovolasco,mm,44.0289574729346,10.3605473041534,1609057.87,4876004.7,493.0,0.2,0.2,0.2,0.4,0.2,0.0,0.2,0.4,0.4,2.4,79.6,19.4,3.2,11.0,0.2,0.0,1.8,26.4,4.2,1.2,0.2,0.0,0.4,0.0,0.4,0.0,25.0,35.0,0.0,0.0
TOS11000087,Gaiole in Chianti,mm,43.45651191,11.4215096007,1695938.9,4814375.82,360.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,7.4,4.4,2.4,2.6,0.2,0.0,0.2,6.0,11.0,7.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.2,0.0
TOS02000078,Gallena,mm,43.992061139752,10.2517923338158,1600404.91,4871768.55,345.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,2.6,58.6,12.2,2.2,17.6,0.0,0.0,4.4,15.6,2.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.2,14.4,0.0,0.0
TOS02000299,Gallicano,mm,44.0641249412745,10.4429818737325,1615595.43,4880023.1,179.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,2.2,45.8,7.0,3.4,5.6,0.2,0.0,1.0,16.0,1.8,1.4,0.2,0.0,0.2,0.0,0.2,0.0,10.4,14.4,0.0,0.0
TOS01004779,Gamberame,mm,43.9229061076913,11.1270249937498,1670784.43,4865525.24,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,15.4,6.2,1.6,3.4,0.0,0.0,0.0,6.8,12.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11.6,0.0,0.0
TOS01001161,Gavigno,mm,44.0711645266121,11.0934984683991,1667674.8,4881923.58,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS01005262,Gello,mm,43.6516183971652,10.5879664421081,1628087.09,4834420.96,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,15.0,11.0,1.8,3.6,0.0,0.0,0.0,4.8,11.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,12.6,0.0,0.0
TOS01002071,Gerfalco,mm,43.1426751063413,10.9738612174988,1660545.43,4778565.72,740.0,1.4,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,33.2,9.6,0.6,2.4,0.2,0.0,1.8,19.8,10.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.2,0.0
TOS03003269,Giglio Castello,mm,42.3584804934756,10.9068167209625,1657061.21,4691355.88,470.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.2,0.4,0.6,28.0,0.6,3.4,12.4,0.0,0.0,12.2,13.6,7.6,3.2,0.0,0.0,0.0,0.0,1.4,0.0,18.0,0.0,0.0,0.0
TOS11000108,Giogo,mm,44.0473808581,11.3893321738,1691441.9,4879926.82,880.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,10.8,7.8,4.6,7.6,0.2,0.0,0.4,4.2,25.6,7.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,9.2,0.4,0.0
TOS02000494,Gombitelli,mm,43.9200791909882,10.3701301838677,1610026.63,4863924.47,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,48.2,13.6,7.6,12.0,0.0,0.0,1.0,11.4,10.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,5.4,11.6,0.0,0.0
TOS11000107,Gorgona,mm,43.428063529,9.89468264991,1572445.9,4808756.82,230.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,37.2,15.0,2.4,0.2,0.0,0.0,5.4,9.2,8.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.8,0.0,0.0
TOS03002941,Granaione,mm,42.8043692170746,11.3032308696032,1688360.91,4741679.39,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.2,4.4,6.6,0.0,0.0,0.0,10.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,1.6,0.0,0.0
TOS11000073,Greve in Chianti,mm,43.6118315545,11.3042144074,1685970.9,4831356.82,254.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.2,6.6,4.4,0.4,6.4,0.0,0.2,0.4,3.0,11.6,4.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0
TOS09001130,Iera,mm,44.3332880923432,10.0336074829102,1582433.28,4909426.77,538.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.6,35.0,7.8,0.0,2.2,2.2,0.0,1.6,6.4,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,10.0,0.0,0.0
TOS01000891,Il Palagio,mm,43.6126610750638,11.4272169644294,1695894.31,4831731.81,315.0,0.0,0.0,0.0,0.2,0.0,0.4,0.6,0.0,0.4,0.0,9.4,4.0,3.8,3.2,0.0,0.2,0.2,5.6,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0
TOS01004591,Incisa Valle,mm,43.6898494762687,11.4561913192593,1697978.63,4840373.59,108.42,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.0,8.0,2.8,1.2,3.4,0.2,0.2,0.6,3.6,4.6,4.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,2.2,0.0,0.0
TOS01001269,La Ferruccia,mm,43.884551145525,11.0038483142853,1660999.18,4861017.82,40.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.4,0.2,0.2,20.0,8.4,3.0,4.2,0.0,0.0,0.0,8.6,7.6,2.6,0.0,0.0,0.2,0.2,0.0,0.0,1.0,11.4,0.0,0.0
TOS01001679,La Madonnina,mm,43.4418540444294,10.9528762255022,1658062.01,4811751.92,607.0,0.6,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,13.6,14.4,0.8,2.6,0.2,0.0,0.2,4.4,10.2,4.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.4,0.0,0.0
TOS01000639,La Verna,mm,43.7069110061756,11.931334733963,1736205.67,4843513.15,1125.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,13.0,3.8,3.6,2.4,0.0,0.0,0.2,2.4,24.2,11.4,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.6,0.0,0.0
TOS01002351,Lago,mm,43.1549917412613,10.8072316646576,1646965.19,4779627.68,315.0,0.6,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,13.8,5.8,6.0,3.2,0.0,0.0,1.0,13.0,1.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0
TOS11000023,Lamole,mm,43.5420871979,11.3554838835,1690327.9,4823726.82,536.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,8.0,4.0,3.0,1.8,0.0,0.0,0.2,7.0,15.8,6.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
TOS01000926,Le Croci (Barberino),mm,44.0070304832858,11.271253824234,1682105.88,4875177.41,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,15.6,8.8,3.6,6.2,0.2,0.0,0.2,7.0,10.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.4,0.2,0.0
TOS01001189,Le Croci di Calenzano,mm,43.9447551636658,11.2137404490283,1677680.87,4868135.03,421.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,17.0,12.8,1.6,5.8,0.0,0.0,0.4,7.2,16.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,13.8,0.0,0.0
TOS11000507,Legoli,mm,43.5652310624976,10.800635222548,1645445.47,4825176.71,180.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,24.4,9.6,1.2,2.6,0.0,0.0,0.0,5.4,8.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
TOS01002161,Libbiano,mm,43.2812903805194,10.8071941137314,1646659.09,4793653.85,440.0,0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,7.2,7.8,0.4,0.2,0.0,0.0,1.0,9.8,5.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
TOS09000021,Licciana Nardi,mm,44.242784521132,10.0034280306519,1580150.19,4899344.29,121.0,0.2,0.0,0.2,0.2,0.0,1.4,0.2,0.0,0.2,1.2,36.6,7.0,0.2,4.0,0.2,0.2,0.8,6.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,10.0,8.8,0.0,0.0
TOS11000011,Lido di Camaiore,mm,43.8976759243093,10.2429431676865,1599853.18,4861274.67,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,25.8,11.6,6.0,5.8,0.2,0.0,0.8,7.2,6.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.2,2.2,0.0,0.0
TOS01005981,Livorno Mareografo,mm,43.5462560435205,10.2996316552162,1605017.98,4822314.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,17.6,13.4,2.8,0.8,0.0,0.0,0.6,9.8,6.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.2,0.0,0.0
TOS02000512,Lucca (Orto Botanico),mm,43.8418642805664,10.5108603008157,1621483.64,4855434.45,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,32.2,12.8,6.4,22.0,0.2,0.0,0.0,8.8,13.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,4.8,1.8,0.0,0.0
TOS03002643,Madonna a Brolio,mm,43.4144669709195,11.4557165364588,1698844.15,4809787.27,440.0,0.2,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,8.6,4.8,3.8,0.0,0.0,0.0,0.2,7.4,13.4,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.2,0.0
TOS03003079,Manciano,mm,42.6003629471691,11.5184978174778,1706639.55,4719527.82,447.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,11.8,12.4,4.4,0.4,0.0,0.0,0.4,23.6,6.4,1.6,0.0,0.0,0.0,0.0,0.6,0.0,14.2,0.4,1.0,0.0
TOS01000921,Mangona,mm,44.0500613757517,11.195636134639,1675916.49,4879792.65,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,6.6,3.8,8.6,0.0,0.0,0.2,9.2,13.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.4,0.8,0.0
TOS03005895,Marsiliana,mm,42.5441020026598,11.3364263535481,1691874.69,4712851.54,16.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,7.8,3.2,1.4,1.4,0.2,0.0,5.2,17.8,8.4,0.2,0.0,0.2,0.2,0.2,0.8,0.0,6.2,0.4,0.2,0.0
TOS11000050,Massa Marittima Filetto,mm,43.1216709398582,10.9222817074327,1656404.38,4776135.54,670.0,1.0,0.2,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.2,21.8,14.4,0.6,3.2,0.2,0.0,1.4,16.4,6.6,7.2,0.4,0.0,0.0,0.0,0.6,0.2,3.0,0.2,0.2,0.0
TOS11000041,Massa Marittima Valpiana,mm,43.0209489116733,10.8653926849365,1652025.22,4764845.38,188.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,17.6,4.6,0.6,9.0,0.0,0.0,0.0,14.4,6.2,2.2,0.0,0.0,0.0,0.0,0.4,0.0,9.4,0.2,0.2,0.0
TOS09001200,Mazzola,mm,44.2111182398262,10.1168754954268,1589256.44,4895943.99,460.0,0.0,0.0,0.0,0.2,0.0,1.2,0.4,0.2,0.0,0.4,22.0,6.8,0.2,7.6,0.2,0.0,0.4,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,9.4,0.0,0.0
TOS02000359,Melo,mm,44.1327169288093,10.7431685995379,1639475.67,4888106.72,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,34.0,7.2,8.2,5.0,0.0,0.0,0.0,20.6,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,13.4,0.0,0.0
TOS03001385,Mensano,mm,43.291376,11.071148,1668048.11,4795271.08,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,1.4,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS11000001,Metato,mm,43.7709434831,10.3837831983,1611399.9,4847378.82,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,30.0,12.0,6.4,7.4,0.0,0.0,0.2,7.4,11.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.6,0.8,0.0,0.0
TOS01002011,Miemo,mm,43.4101858936558,10.6707018613815,1635297.81,4807738.2,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS09001210,Minucciano,mm,44.1709714258708,10.208150145037,1596613.9,4891587.97,666.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.6,46.4,6.6,0.6,1.6,0.0,0.0,0.6,12.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,12.0,0.0,0.0
TOS01005115,Molino d'Era,mm,43.4556345871119,10.8301267598961,1648094.96,4813056.81,100.32,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,15.0,9.2,0.6,3.2,0.2,0.0,0.0,5.4,3.8,0.4,0.0,0.0,0.2,0.2,0.0,0.2,0.0,5.2,0.0,0.0
TOS03002613,Monastero d'Ombrone,mm,43.3291637012263,11.5555166737115,1707214.62,4800556.33,222.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,16.0,3.4,4.8,0.2,0.0,0.0,0.2,6.6,8.6,3.0,0.0,0.0,0.0,0.2,0.0,0.0,4.0,0.2,0.0,0.0
TOS01001253,Montagnana,mm,43.9536664228749,10.823038778764,1646305.05,4868357.97,385.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,32.6,8.8,5.2,15.4,0.0,0.0,0.0,12.8,7.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.2,14.2,0.6,0.0
TOS03002733,Montalcinello,mm,43.2031113092876,11.0766198253483,1668735.54,4785479.63,380.0,1.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,17.2,9.6,3.6,0.6,0.0,0.0,0.6,13.0,6.4,5.8,0.0,0.0,0.2,0.2,0.0,0.0,1.8,0.2,0.2,0.0
TOS03002701,Montalcino,mm,43.0501719534553,11.4906146991613,1702875.0,4769412.74,594.0,0.2,0.4,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,18.6,2.4,0.4,0.2,0.0,0.0,0.6,6.0,4.6,5.2,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.4,0.0,0.0
TOS03002801,Monte Antico,mm,42.9838245846323,11.3646994811145,1692827.15,4761747.71,82.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0,30.6,3.6,1.2,1.6,0.0,0.0,0.2,15.2,7.0,9.4,0.0,0.0,0.2,0.0,0.0,0.0,22.6,0.2,0.2,0.0
TOS02000171,Monte Castellino,mm,44.2358732217645,10.3325894233144,1606445.17,4898950.5,858.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,29.8,5.0,1.2,0.8,0.0,0.0,0.2,10.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,6.8,0.0,0.0
TOS01000916,Monte di Fò,mm,44.0796316157846,11.2808454036713,1682651.52,4883262.58,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,7.4,5.2,8.6,0.0,0.2,0.6,8.8,51.6,20.8,0.0,0.0,0.0,0.0,0.0,0.0,1.4,11.8,1.2,0.0
TOS03001001,Monte Giovi,mm,43.87686,11.44753,1696666.27,4861123.83,960.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,14.4,6.4,2.4,2.4,0.2,0.2,0.6,3.4,18.2,3.8,0.0,0.2,0.0,0.0,0.0,0.2,0.0,15.2,0.0,0.0
