index,Nome,Unita' Misura,LAT [°],LON [°],GB E [m],GB N [m],Quota,06/12/2025,07/12/2025,08/12/2025,09/12/2025,10/12/2025,11/12/2025,12/12/2025,13/12/2025,14/12/2025,15/12/2025,16/12/2025,17/12/2025,18/12/2025,19/12/2025,20/12/2025,21/12/2025,22/12/2025,23/12/2025,24/12/2025,25/12/2025,26/12/2025,27/12/2025,28/12/2025,29/12/2025,30/12/2025,31/12/2025,01/01/2026,02/01/2026,03/01/2026,04/01/2026
TOS02004315,Pontetetto,mm,43.829653381293,10.4697645000399,1618204.13,4854018.7,12.99,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,33.4,14.6,9.0,15.8,0.0,0.0,0.6,8.2,12.6,1.6,0.0,0.0,0.2,0.2,0.0,0.0,5.6,0.8,0.0,0.0
TOS11000101,Pontremoli,mm,44.3694914381017,9.89274859428406,1571159.61,4913316.12,340.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,0.0,0.0,0.6,44.0,4.8,0.2,2.8,1.2,0.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.8,0.0,0.0
TOS09001080,Pontremoli depuratore,mm,44.369315040343,9.88311409950256,1570392.19,4913288.2,226.0,0.1,0.0,0.1,0.2,0.0,2.0,0.2,0.2,0.1,1.0,45.7,5.3,0.1,2.5,1.7,0.0,1.3,5.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10.4,6.8,0.0,0.0
TOS11000012,Portoferraio,mm,42.7957446368,10.3601142575,1611257.9,4739045.82,10.0,0.0,0.0,0.2,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,6.2,78.8,0.0,0.0,15.8,19.6,23.0,6.6,0.0,0.0,0.4,0.4,2.8,0.4,0.2,0.2,0.0,0.0
TOS01001205,Prato Università,mm,43.8855563854925,11.0992129147053,1668657.13,4861319.7,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,12.4,7.8,2.4,1.2,0.0,0.0,0.0,6.0,9.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,12.8,0.0,0.0
TOS11000078,Pratomagno,mm,43.5695273361,11.7242185607,1720018.9,4827684.82,695.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,13.2,4.6,3.6,2.0,0.0,0.0,0.0,1.0,16.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.2,0.0,0.0
TOS02000441,Prunetta,mm,44.0084773589312,10.8040130138397,1644645.31,4874412.25,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,4.6,7.4,11.4,0.0,0.0,0.0,21.0,4.8,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.4,0.2,0.0
TOS01005373,Puretta,mm,43.3067647008644,10.9270278051149,1656316.9,4796700.28,147.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS11000513,Quercianella,mm,43.4795624901,10.3476862193968,1609019.98,4814969.55,244.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,22.2,11.2,5.6,5.0,0.0,0.0,1.4,11.0,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.4,0.0,0.0
TOS01001284,Radda in Chianti,mm,43.4860264800064,11.3791108131409,1692414.87,4817554.89,495.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,8.0,5.6,5.6,1.6,0.2,0.0,0.0,7.8,10.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0
TOS11000061,Radicofani,mm,42.9482874004,11.7331319818,1722995.9,4758712.82,618.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,4.0,3.6,0.6,0.0,0.0,0.0,0.0,2.2,5.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.2,0.0,0.0
TOS01000979,Razzuolo,mm,44.0315840014648,11.4677256345749,1697774.78,4878357.41,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,5.4,6.2,4.6,0.0,0.0,0.0,3.8,58.2,56.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.2,0.0
TOS03000278,Renaio,mm,44.1087875211027,10.5268201644959,1622217.93,4885104.85,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,7.6,5.2,6.2,0.0,0.0,0.8,15.4,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.6,11.0,0.0,0.0
TOS02000079,Retignano,mm,44.0050260199117,10.271503329277,1601963.25,4873232.72,420.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.6,57.0,12.6,2.0,14.4,0.2,0.0,6.0,13.0,3.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,0.0,0.0
TOS03000715,Rigomagno,mm,43.262591,11.695261,1718783.36,4793519.15,395.0,0.0,0.0,0.0,0.2,0.0,0.6,0.4,0.2,0.6,0.2,18.0,3.2,0.4,0.2,0.2,0.0,0.0,2.6,11.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.2,0.0,0.0
TOS11000059,Ripa d'Orcia,mm,43.027280959477,11.582485452656,1710435.9,4767096.82,506.0,0.0,0.6,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,19.8,4.6,0.6,0.2,0.0,0.0,0.0,1.8,5.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.8,0.0,0.0
TOS02004311,Ripafratta,mm,43.8188590462346,10.4142572351643,1613761.61,4852742.01,11.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,43.2,8.8,11.6,3.6,0.0,0.0,2.2,7.6,12.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,5.2,0.6,0.0,0.0
TOS01002231,Riparbella,mm,43.3674406389091,10.6022270916775,1629844.9,4802882.13,230.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,2.4,0.8,0.0,0.0,1.0,10.2,5.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0
TOS11000005,Rispescia,mm,42.7061742937422,11.1445470086836,1675662.34,4730432.47,25.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,8.8,3.0,0.8,6.4,0.0,0.0,0.8,18.8,8.6,1.2,0.0,0.0,0.0,0.0,1.0,0.0,22.4,0.4,0.0,0.0
TOS09001088,Rocca Sigillina,mm,44.3663545465093,9.95640814304352,1576235.76,4913024.93,484.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.8,39.0,8.6,0.0,1.6,1.2,0.0,1.6,5.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,3.6,0.0,0.0
TOS03003019,Roccalbegna,mm,42.7863851574518,11.5057238069312,1704978.56,4740154.66,522.0,0.0,1.4,0.2,3.8,0.4,0.4,0.6,1.0,0.8,0.0,16.8,8.4,3.4,10.6,0.2,0.2,0.0,14.0,7.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.2,0.0
TOS03002531,Roccastrada,mm,43.0162771001025,11.1651850794091,1676466.95,4764913.03,504.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,19.6,5.0,4.6,3.0,0.0,0.0,0.2,17.0,5.6,6.2,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.2,0.0,0.0
TOS11000015,Roccatederighi,mm,43.0328259064026,11.0638195897922,1668161.41,4766542.77,475.0,0.4,0.0,0.4,0.2,0.0,0.2,0.4,0.0,0.4,0.0,44.4,5.0,1.4,5.0,0.2,0.0,0.6,17.8,5.6,4.8,0.0,0.0,0.2,0.0,1.0,0.0,14.6,0.2,0.2,0.0
TOS01000991,Ronta,mm,44.0090483828061,11.436408162117,1695339.19,4875779.65,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,4.8,6.0,5.2,0.0,0.0,0.2,3.8,30.0,13.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0
TOS01000961,S. Agata di Mugello,mm,44.0206942715915,11.3372092173825,1687350.28,4876842.88,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,12.0,9.0,3.2,3.8,0.0,0.0,0.0,4.2,19.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2,0.0
TOS01001634,S. Baronto,mm,43.8451085083912,10.9062361224577,1653258.9,4856451.47,442.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,21.4,8.8,5.0,4.2,0.2,0.0,0.0,9.2,20.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,11.2,0.0,0.0
TOS01005377,S. Dalmazio,mm,43.253492802221,10.9435685033431,1657796.07,4790815.11,247.0,1.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2,6.4,5.4,1.0,0.0,0.2,0.0,0.0,4.4,8.0,4.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.8,0.0,0.0
TOS03003099,S. Donato,mm,42.5537441718038,11.2370824813843,1683688.88,4713702.01,21.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,13.4,1.6,9.2,2.0,0.2,0.0,2.4,23.4,18.2,0.6,0.0,0.0,0.2,0.2,1.0,0.0,6.0,0.0,0.4,0.0
TOS03002476,S. Ferdinando,mm,43.0700712305636,10.8148265546918,1647786.92,4770210.25,334.0,0.6,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,15.2,8.0,12.0,9.0,0.0,0.0,0.4,20.0,3.2,0.4,0.0,0.0,0.0,0.0,0.8,0.0,3.6,0.2,0.0,0.0
TOS11000052,S. Fiora,mm,42.8544802987822,11.5557932853699,1708844.63,4747839.81,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,8.4,4.6,8.0,0.0,0.0,0.2,18.4,6.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.4,0.0,0.0
TOS01001419,S. Gimignano,mm,43.4713556036533,11.0412899806301,1665136.53,4815199.95,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,12.6,0.4,2.0,0.2,0.0,0.0,5.2,6.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
TOS01005191,S. Giovanni alla Vena valle,mm,43.6845859404321,10.5853378772736,1627805.14,4838078.4,7.63,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.4,30.8,17.6,2.8,5.4,0.0,0.0,0.2,7.2,14.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,1.4,11.2,0.0,0.0
TOS09001083,S. Giustina,mm,44.3617025874897,9.89669144153595,1571483.22,4912454.4,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS01001215,S. Giusto,mm,43.7599520295814,11.1937648057938,1676622.55,4847566.45,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.8,0.4,1.8,0.2,0.0,0.0,7.6,19.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
TOS03002001,S. Luce,mm,43.4723833048861,10.5649520959091,1626605.92,4814479.6,196.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,21.0,8.2,1.0,3.8,0.0,0.0,0.6,7.0,9.6,2.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
TOS02000431,S. Marcello Pistoiese,mm,44.055375585255,10.788558125496,1643293.33,4879594.25,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,4.6,8.2,14.0,0.0,0.0,0.0,21.0,7.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.4,0.0,0.0
TOS03003179,S. Martino,mm,42.782206,10.269164,1603842.66,4737426.44,320.0,0.0,0.0,0.2,0.4,0.0,0.0,0.4,0.0,0.2,1.0,85.8,11.6,1.8,65.8,0.2,0.0,15.4,18.4,14.4,8.2,0.0,0.0,0.2,0.4,0.2,0.8,0.0,0.0,0.0,0.0
TOS01001491,S. Miniato (Cimitero),mm,43.6840311986947,10.8314788341522,1647645.29,4838425.48,102.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,20.0,7.4,2.2,0.8,0.0,0.0,0.2,6.8,16.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,12.8,0.0,0.0
TOS11000045,S. Miniato Poggio al Pino,mm,43.6795020606,10.8935519873,1652659.9,4838034.82,117.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.2,0.2,18.6,9.2,2.2,1.0,0.0,0.0,0.0,7.2,16.4,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,15.6,0.0,0.0
TOS01004621,S. Piero a Sieve-Sieve,mm,43.9651054700954,11.3280126726991,1686787.54,4870647.71,222.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,14.2,7.2,2.2,5.6,0.0,0.2,0.0,5.8,11.6,5.4,0.0,0.2,0.2,0.0,0.0,0.2,0.0,16.0,0.0,0.0
TOS11000032,S. Pietro a Marcigliano,mm,43.9059513595156,10.592987537384,1627948.49,4862676.31,238.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,28.4,7.4,7.4,15.8,0.0,0.0,0.2,8.6,12.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.4,0.0,0.0
TOS11000035,S. Vincenzo,mm,43.0524708281,10.5557162601,1626726.9,4767831.82,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.6,14.0,8.0,0.2,0.0,4.4,17.0,4.6,1.6,0.0,0.0,0.0,0.2,1.4,3.4,0.0,0.4,0.0,0.0
TOS03002283,S. Vincenzo porto,mm,43.098262,10.5368552,1625097.66,4772888.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,3.4,8.4,4.2,0.0,0.0,3.2,11.2,2.4,1.0,0.0,0.0,0.0,0.0,1.0,2.4,0.0,1.6,0.0,0.0
TOS01000651,Salutio,mm,43.6151358433782,11.8131914208799,1727032.39,4832989.9,315.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0,14.0,3.4,3.0,3.4,0.0,0.2,0.2,1.6,10.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.2,0.0,0.0
TOS11000057,Sambuca,mm,43.5949512391002,11.2342443180703,1680374.89,4829327.68,325.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,9.4,4.6,1.2,9.2,0.2,0.0,0.6,3.4,8.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
TOS03001241,Sammommè,mm,44.0369238113167,10.9204253950119,1653903.8,4877782.61,785.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,40.2,6.4,11.2,14.2,0.0,0.0,0.2,23.8,28.0,15.6,0.2,0.0,0.0,0.0,0.0,0.0,2.0,17.6,0.4,0.0
TOS11000010,Santermo,mm,43.5320423852,10.5783499986,1627563.9,4821125.82,210.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.4,22.4,11.2,1.8,2.8,0.0,0.0,0.6,8.6,9.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0
TOS11000093,Santomato,mm,43.9470571325755,10.9877326708253,1659537.47,4867929.02,125.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,15.2,6.8,4.6,5.8,0.2,0.0,0.2,7.6,4.6,2.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,8.0,0.2,0.0
TOS01002181,Sassa,mm,43.257955773966,10.6913709640503,1637313.89,4790865.62,398.0,2.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,15.6,7.4,3.4,0.6,0.0,0.0,3.2,14.6,6.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0
TOS01002381,Sassetta,mm,43.1241348126285,10.6398671865463,1633424.6,4775920.83,351.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,9.6,4.6,4.0,0.0,0.0,2.2,13.8,2.4,1.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0
TOS03003071,Scansano,mm,42.6938309706495,11.329382149643,1690838.29,4729462.8,576.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,13.4,1.6,7.6,3.2,0.0,0.0,0.6,15.8,5.4,1.0,0.0,0.0,0.0,0.0,0.4,0.0,23.0,0.8,0.0,0.0
TOS11000025,Scorgiano,mm,43.3662705449382,11.1514253603796,1674346.24,4803753.45,233.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,3.2,5.6,1.4,0.0,0.2,0.0,0.0,4.8,10.0,6.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0
TOS02000401,Selva dei Porci,mm,44.0720910859076,10.7942015322666,1643704.92,4881460.69,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,8.6,10.6,0.0,0.0,0.0,18.6,13.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,4.8,16.4,0.0,0.0
TOS11000055,Semproniano,mm,42.730977101282,11.5965134103145,1712594.28,4734226.2,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,15.0,0.4,1.8,0.0,0.0,0.0,11.8,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,1.6,0.4,0.0
TOS01001561,Serra Pistoiese,mm,43.9723128569819,10.755962880771,1640878.94,4870312.31,790.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,35.0,6.2,6.0,12.6,0.0,0.0,0.2,13.8,9.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.2,12.8,0.4,0.0
TOS11000026,Sestino,mm,43.7496376548325,12.2746946518439,1763683.58,4849295.14,1000.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,3.2,1.0,2.0,0.0,0.0,0.4,0.4,3.6,42.6,15.8,1.6,0.2,0.0,0.0,0.0,0.6,0.2,1.2,0.0,0.0
TOS11000063,Siberia,mm,43.5916354274,10.5437463984,1624644.9,4827691.82,41.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.4,18.0,13.2,3.0,2.8,0.2,0.0,0.0,6.4,7.6,0.8,0.2,0.0,0.0,0.2,0.0,0.0,0.4,12.0,0.0,0.0
TOS01002661,Siena Poggio al Vento,mm,43.3204477140485,11.3125920295715,1687546.02,4799013.84,348.0,0.0,0.2,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.0,7.8,5.4,4.2,0.0,0.0,0.0,0.4,8.2,9.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0
TOS01001379,Simignano,mm,43.29205001405,11.1672339510648,1675841.2,4795543.72,420.0,0.4,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,6.0,4.8,4.8,0.2,0.0,0.0,0.2,3.6,11.2,7.4,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.4,0.2,0.0
TOS03000109,Soliera,mm,44.2023201756353,10.0625002384186,1584925.05,4894909.15,120.0,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.2,0.2,0.4,35.2,8.6,0.2,8.0,0.4,0.0,1.0,7.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,8.0,11.8,0.0,0.0
TOS03005355,Solvay Pluvio,mm,43.3822165515063,10.433052778244,1616109.76,4804273.74,2.0,2.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,31.2,9.2,3.6,5.6,0.0,0.0,3.0,12.6,7.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0
TOS11000091,Sorana,mm,43.9690941535097,10.7163905029729,1637712.17,4869888.0,560.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,37.6,7.6,9.0,12.4,0.0,0.0,0.4,15.6,8.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.4,14.8,0.2,0.0
TOS03002761,Sovicille,mm,43.2762942866471,11.2298598671249,1680968.43,4793927.65,260.0,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.4,0.0,9.4,10.0,8.6,0.0,0.2,0.0,0.0,11.2,7.8,5.2,0.0,0.2,0.2,0.0,0.2,0.0,1.4,0.4,0.4,0.0
TOS03002819,Spineta,mm,42.9512102803769,11.8530038744563,1732764.48,4759362.51,633.0,0.2,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.2,8.4,7.2,2.4,0.2,0.0,0.0,0.0,3.2,14.4,14.2,0.0,0.0,0.0,0.0,0.2,0.0,12.4,0.2,0.0,0.0
TOS01005342,Stagno,mm,43.5999732433535,10.3521305322647,1609161.97,4828348.25,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,11.2,11.0,4.2,3.0,0.0,0.0,0.0,6.6,6.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,0.0,0.0
TOS01000581,Stia,mm,43.8017811102716,11.7176055908203,1718639.13,4853463.19,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,2.4,0.0,0.2,0.0,1.4,26.4,10.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
TOS11000105,Stia Monte,mm,43.8316361319098,11.7013138532639,1717220.23,4856736.24,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.8,1.8,3.0,0.0,0.2,0.2,2.8,53.4,8.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0
TOS11000042,Stiacciole,mm,42.7888482818,11.1757717917,1677982.9,4739678.82,53.0,0.0,0.0,0.4,0.4,0.0,0.4,0.2,0.4,0.2,0.0,3.8,2.8,5.2,5.0,0.0,0.2,0.2,18.8,6.8,1.4,0.0,0.0,0.2,0.2,1.8,0.0,29.8,4.6,0.0,0.0
TOS03001550,Stiappa Siap,mm,43.9949013858,10.7112444503,1637239.9,4872745.82,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS01004725,Strada in Chianti,mm,43.664319974058,11.3145424576712,1686641.75,4837209.64,144.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,11.4,4.4,0.8,4.8,0.0,0.2,0.4,3.4,13.4,4.8,0.2,0.2,0.2,0.2,0.0,0.2,0.2,2.8,0.2,0.0
TOS11000102,Strettoia,mm,43.9930460584402,10.2093350887299,1596998.85,4871827.15,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,38.8,11.6,1.4,15.2,0.0,0.0,1.8,8.8,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.8,10.4,0.0,0.0
TOS19000102,Strettoia1,mm,43.9914560089837,10.2072429656982,1596833.68,4871648.09,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS11000070,Suvereto,mm,43.0657290711223,10.6855988502502,1637275.12,4769508.5,35.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,18.2,7.8,8.8,8.2,0.0,0.2,0.6,15.2,3.6,1.2,0.0,0.0,0.0,0.2,1.6,0.0,0.6,0.6,0.0,0.0
TOS11000021,Tavarnelle,mm,43.5719092116882,11.1625096530442,1674651.05,4826615.28,374.0,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,12.4,5.8,1.0,6.6,0.0,0.2,6.2,4.8,8.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TOS09001230,Tendola,mm,44.1560057807051,10.0338108846449,1582697.42,4889735.68,410.0,0.0,0.0,0.0,0.2,0.0,1.2,0.2,0.0,0.2,1.8,50.4,8.6,0.4,7.0,0.2,0.0,1.8,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,7.8,0.0,0.0
TOS02000339,Tereglio,mm,44.0598455627244,10.5677855014801,1625599.84,4879730.47,590.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,22.2,7.0,6.4,10.2,0.2,0.0,0.0,9.2,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.2,0.0,0.0
TOS11000016,Terricciola,mm,43.5418228712939,10.6494753833606,1633289.52,4822323.58,127.0,0.2,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.2,0.2,26.8,11.2,1.6,2.8,0.2,0.0,0.6,6.8,6.6,1.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8.0,0.0,0.0
TOS02000064,Terrinca,mm,44.0285409202718,10.27563393116,1602253.98,4875849.61,840.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.4,54.4,17.4,2.0,22.8,0.2,0.0,4.6,11.6,10.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,15.4,29.4,0.0,0.0
TOS03004003,Torano,mm,44.0910352460468,10.1033321619034,1588353.39,4882591.58,142.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.2,1.8,55.2,11.6,0.4,7.2,0.2,0.2,1.4,12.0,0.8,0.4,0.0,0.0,0.2,0.0,0.0,0.0,10.6,15.0,0.0,0.0
TOS02004081,Torre del Lago,mm,43.8318153682703,10.3068336557152,1605100.03,4854038.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,32.6,11.6,6.4,3.8,0.0,0.0,1.2,7.4,5.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0
TOS03003063,Torricelle,mm,42.6421242613877,11.4251425060903,1698847.57,4723941.6,170.0,0.2,0.0,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.0,9.2,11.8,0.4,0.8,0.2,0.2,0.6,21.8,5.8,0.0,0.0,0.0,0.2,0.0,0.4,0.0,16.6,0.4,0.6,0.0
